reviews,label
"철지난 조폭 코미디와 뼈대 있는 가문의 이야기를 섞었지만, 둘 다 지루하다. 박정아를 비롯해 배우들은 보기 민망한 연기를 펼치고, 기억에 남는 건 하나도 없다.",0
군더더기 없이 잘 진행되는데 재미도 없는게 문제,0
심심해서봤는데 재밌네요 탑연기 못할줄알았는데배우포스나고 잘하군요,1
고다미 괜찮음,1
아 지대짜증 아빠랑 봣는데 민망해 죽는줄,0
0점은 못주냐??,0
빠순이 영화 ㅋㅋㅋㅋㅋㅋㅋ 훈훈하긔 재밋쎠,1
최악의 애니메이션.. 지루하고 재미없고 스토리마저 진부하다,0
좋은 의도와는 다르게 불쾌한 표현법,0
줄리아로버츠 귀여운연인은 이거보다 5년전꺼다 ...,0
"신선하네..,,..,,..",0
예술가로써의 한 사람의 인생과당시 시대적 상황을 질 느낄 수 있었던 명작,1
관객수가 너무 아쉬운 영화...베테랑보다도 더 류승완감독의 역작이고 더 강한악역이다,1
한창 핵펭귄이 남북 거짓평화로 전국민을 속이던때 만들어진 영화,0
지금 티비에서 하는데.. 못 보겠다..,0
여자애 한명이잘 못해서몇명이죽는거야ㅋㅋ답도없다ㅋ,0
성룡의 헐리웃작 중 단연 최고지 ㅋㅋㅋ,1
안습,0
감독의 의도를 전혀 알아차리지 못했다.,0
하나님이가정을온전히만든다. 진리이신분이만든영화. 눈으로만보지말고마음으로봐라.,1
2편도 나름 흥미진진한데 핀헤드가 죽은게 좀 아쉬운 점이랄까?,1
국산 코미디영화중에서 난 신라의달밤이 제일좋았음뭔가 푸근하고 따뜻함..,1
최악이다 영화보다가 잠오긴첨임 지루해둑을뻔,0
탄탄한 !~배우들 될고 ~머하는 건지~~~~~~~~~~~,0
영화가 점점 끝을 달려갈수록 몰입도가 더 높아진 영화는 이번이 처음이네요.,1
결국 감독 자신이 하고 싶은 의견을 지존파 핑계삼아 하려고 한듯. 지존파 살인은 정당화하고 정부탓이 였다는.사회탓이라는.,0
"사실여부를 떠나,알고왔던 아더와 너무 매칭이 안돼더라.원탁기사중 실제 검술 최고수는 랜슬롯으로 알고 있는데,트리스탄보다 못하고,싸우는 검술은 마치 중국검술 흉내낸거 같은게 그리고 란슬롯이 실제는 쌍검였나?너무 매칭이 안대 하튼 ㅋ기네비어역도 미스.",0
대한민국 영화 수준의 평균치를 하락시키기에 충분한 C급 영상물,0
0점은 없나??,0
재밌는데,1
재미없다... 기대 완전 했는데.... 완전 못함!!! 실망....,0
종착역 없는 인생의 대유. 트레비스는 단지 흘러간다.,1
돈과 시간이 아까운 영화,0
네러티브는 하나도 없는 예쁜 음악 동영상. 취미로 영화만드는 것은 이걸로 끝나길 . 잘하는 음악에 올인하길.,0
배우들의 연기는 좋았는데.. 뭘 말 하려는 건지?,0
학위위조성범죄자 문제자들만 모아서 영화찍음 왜그랬으까 제작비 아끼려구 패자부활전 하냐?,0
솔직히,0
완전재미있어요.애들도보기에알맞는듯,1
잔인하기도 하고 무서웠어요ㅠ탑은 멋있더라구요~~,0
무섭지도 않고 기분만 나쁘고 쩝,0
군더더기 없는 깔끔한 그러나 강한 메세지 전달. 뜻밖의 참좋은 영화..!,1
이 영화는 최고다. 그냥 최고야 그런 줄 알아,1
그랜드 부다페스트 호텔과 시리즈 같네.. 캐스팅이 아까워~,0
빨리감기해서 봤음...투자비는 많이 들었을 것 같은데...영화사 망했네~ㅎ,0
도대체 뭐가 재밌다는건지 모르겠네요 무슨 아이언맨 시리즈의 개그도 뛰어넘는다 하는데 어디서 웃어야할지도 모르겠고 내용도 뭔지 뜬금없는 히어로놀이는 또 뭔지.. 왜이렇게 평점이 높은지 모르겠습니다,0
왜 극을 끌어가는 중심있는 캐릭터가 있어야 하는지 알게 된영화 살인마와 대적하는 그리고 사건을 해결하는 인물이 없고 그리고 왜 마지막에 다 탈출 해놓고 나서 잡히고 죽임을 당하는지 이해할수가 없다. 대체 조달환 정유미는 왜 나옴?,0
진 짜 리얼 개 쓰레기 영화 . 다 보고 나면 정말 찝찝해지는 영화 절대보지마,0
비록 로봇이지만 점차 인간의 감정을 가지고 자신에 대해 고민하면서 결국 인간이 되어 죽는 앤드류의 모습내가 봤던 영화 중에서도 최고의 감동을 선사한 영화,1
영구와땡칠이시리즈는 레전드영화다,1
초딩 때 친척형이 비디오로 빌려와서 봤던 기억이 난다...너무 재미 없었다 근데 나중에 우연히 다시보니 재밌더라 그 땐 왜 그렇게 재미가 없었을까?? 98년이면 내가 초등학교 2학년 때니까...사촌형이 당시 나름 최신 비디오를 빌려온거 같다,1
지루할만큼 고요하고 서글픈 시선속에 머문 깊은 성찰과 사색.,1
"영화 진짜 보고 .. 펑펑울었습니다 , 너무슬픈거같아요 .. ㅜㅜㅜ !",1
누가 더 혀짧은가 내기하면 박빙일것같다,0
"애 둘 딸린 심은하의 그 눈부신 미모, 아름다운 영상, 메인 주제가",1
3기 나오겠죠 ? 아직 안풀린 이야기들이 많은데 극장판은 정말 시간가는줄도 모르고 봤네요 역시 싸패..,1
개노잼 뭔가 스토리도 부족하고 다이상함 진짜,0
"답없네, 뭐하는건지..",0
절망과 슬픔 속에서도 자신을 챙겨야만하는 삶의 잔인함을 거부한 비참함에 대하여,1
페이스 허거 같음ㅋㅋㅋㅋㅋ,0
시간이 흘러도 퇴색되지 않는 맛이 있는 영화,1
진짜 어마어마한 여운을 주는 멜로 영화에요.ㅎ,1
소피마르소와의 말같지도 않은 불륜이 내용 다 망침. 물론 실제 역사에는 그런 똥같은 이야기는 전혀 없었음.(주인공 죽을때 공주는 10살이었음)한마디.만약 미국인과 맞서 싸우는 아메리칸 원주민의 자유 투쟁기였으면 절대 아카데미상 못 받았음.,0
훈훈하고 따뜻한 부정을 느낄수잇엇음,1
잼,1
전 정말 재미있게 봤습니다,1
어딘가에서 일어나고 일일것같은 느낌이 강하다.우베볼이 이런 영화를 만드는 이유는 누군가 실제로 따라 했으면 하고 바라는것 같은데 정장 월가 있는 애들이 보면 웃겠지...,1
림프비즈킷의 OST만 10점. 개봉 당시 극장에서 봤는데 영화내내 오우삼 쥑이고 싶었던ㅋㅋ,0
견자단 대박!!엽문 시리즈는 계속된다.,1
"정말 오월의 멜로는 정말로 보고보고 또봐도 계속 보고싶은 영화순위 1순위다하,,,늦은 밤이라 그런지 야릇한 느낌이 들었다",1
흥미롭게 봤어요. 여배우들 이쁘네요. 반했음,1
"스토리, 액션, 그래픽 머 하나 건질게 없는 망작. 그냥 게임으로나 즐기셔~",0
그냥 레전드다 레전드!!!,1
평론가 명치를 겁나 때리고 싶다. 정말 이 영화 재미없을거라 생각했는데 재미도 있고 내 인생에 도움이 가장큰 영화입니다. 본인이 깨달고 싶으면 꼭 보세요. 인생을 바꿔줄겁니다.,1
키아누 리브스 최고의 액션 영화!!,1
"소재가 아름다운 영화. 다소 아쉬운 부분들이 있는 이유는 이 영화는 영화스러운 극적 로맨스보단, 좀 더 사실적으로 한 남자의 마음과 시선을 말하고 싶었기 때문 아닐까.",1
"영화평론가는 아니지만, 좋았다, 한번보고마는 영화가 아닌, 울림이있는영화",1
역시 효느!!! 역시 재밌다ㅋㅋㅋ 재탕중...,1
4대강,1
간첩색휘들 애쓴다 밥은 먹고 다니냐?,0
좀 검증된 애들좀 출현시켜라이탈리아 특집 장난하냐,0
아 정말짜증나네 절때보지말껄욕나옴,0
슬프다 ㅠㅠ,1
.최악의 환경속에서 이런 만화라도 만든사람들에게 경의를 보낸다.,1
What is this movie for?,0
여운이 엄청~길게 남는영화.. 이이경을 사랑하게하는 영화!,1
이딴게 한국 영화라니,0
짜가인가 이게뭐여..뭔..,0
굿 10자 이상 .가나다라,1
"짱이다ㅎ 혼자자식키우며살아온엄마 그의아들 힘들게살아오면서 서로예민해지고날카로워질때도잇엇지만 결국 ..가족ㅎ 아빠라는 사람도 생각보다최악이아니고..여자는, 확실히 요구하면도와준다는 그말이 왠지짠하게와닿는다ㅎ 나혼자괜히끙끙거리지말자ㅡ이런단순한생각이든다",1
CG도 별로고 전개도 별로고 연기도 별로고 한마디로 재미없다,0
번지수 잃고 갈팡질팡,0
Yesterday when i was young,1
너무 사랑스럽고 감동적인 영화:) 정말 좋앗어요,1
최고의영화,1
13년전 영활 다시보니 공효진 코평수줄이고 콧대높였네...완전 못생겼어 ㅎㅎ호 권상우는 화산고때 왼쪽 팔자 심하더니 지금 사라지고 더 잘생겨졌고 장혁은 멋지게 늙었네. ㅋㅋㅋ다시보니 웃겨,1
말랑말랑 ...,0
공부 열심히 합시다 공부 안하면 저런 OO인생 삽니다.,1
그냥. 최고다.,1
전쟁이후의 아픔을 잘 그린영화마지막 장면이 압권유대인줄 알아 더럽게 여기나 도움이 필요하니동행했던 토마스에게 더러운유태인이라고 말한장면 그러나 유대인인척한 사실 유대인가족사진을 보면서 미묘한 감정들을 사슴인형을 밟아까며 대변한다므찐영화^^,1
오랜만에 동화다운 동화를 본 기분이다.,1
감사합니다 정말로 감사합니다.,1
걍 둘다 변태,0
"샤넬의 인생과 성공,이 아니라 샤넬과 그의 남자들",0
영화가 내용이 없다,0
"십수년의 세월을 찰나의 순간처럼, 찰나의 순간을 영원한 기억으로 남기는 시간의 상대성 이론에 관하여.",1
니노의 이중인격연기 두근거리네요♥,1
보다가 울컥핫 영화...재미도 있고...먼가 감동적임,1
열정만으로 돌진하고 싶게 만드는 영화.,1
연기력에서 유혹하지 못한다,0
"난감하다. 재미도 없고, 세상을 깜짝 놀라게 하는 센세이션도 없다.",0
아무리 노력했어도 '차이나타운'을 대놓고 베낀 것은 용서가 안 됨.,0
신화 화이팅 에릭 화이팅>< 모두 힘내요 !,1
엔딩이 넘 슬퍼요 :(,1
영화관에 가서 보면 더 좋았을걸...어린시절로 돌아간 느낌이들어 만감이...,1
정말 최고였어요 ㅠㅠ 이민정씨와 신하균씨 연기 너무 좋았어요!!,1
몇 안되는 재밌게 본 영화,1
교양시간에 보고 좀 충격먹은 영화....마지막에 너무 슬펐다 빨갱이라 소리지르던 몬초가 갑자기 다른 단어를 말한건 선생님에대한 그리움 미안함 슬픔이었을까...몬초가 마지막에 좀 울먹인거 같기도 하고...,1
잘봤습니다,1
"안무서워!! 귀신이 애기라 그런건지,,, 그냥 깜놀하기만할뿐이야",0
뭐하자는건쥐... 모든것이 다 어설프고...,0
배우들의 따뜻한 연기도 일상의 힘겨움을 그리는 현실감도 다 좋았어요.,1
"남자배우들 정말 미스캐스팅. 연기력 안습... 조은숙, 김유미 연기땜에 참고 봤다",0
"1차 세계대전 中 피고 진 청춘들. 무기와 기술력은 20t세기, 전쟁을 일으킨 정치인들과 전쟁을 지휘하는 고위 장교들의 생각은 19세기.",1
책과는 분명히 다른시선. 괜찮네요,1
내가 이거 왜 봤지 싶은데 한예슬이랑 김태희 나와서 본 듯. 적월도 개 쌤 ㅋㅋ,1
솔직히 6점때가 뭐냐 약간 더러운 장면만빼면 7.5정도다,1
와 이연서님 신인답지 않은 연기력 잘 봤습니다 다음 작품에서 또 뵙길 바랍니다,1
반전이 전부가 아닌영화..몇 번을 봐도 또 보고 싶은 영화,1
"피해자만 있고,피의자는 없는 ..",1
개답답 먼주인공이 지혼자 복수도 못함?주변에서 해주길바라는 민폐녀?아직도 끌려다니고ㅡㅡ,0
신선한 소재. 화끈한 액션. 스피디한 전개,1
이 영화의 3박자는 디테일이었다. (정말 시가전의 퀄리티는 완벽했고) 남자의 사랑에 대한 묘사... (작중에 한석규는 누군가를 사랑하는 마음은 정말 디테일이 대단했다.) 마지막 얘기의 완급조절이 완벽했다. 이 영화가 정말 멋졌다.,1
탕웨이찡 그녀 만으로도 10점주기에 충분하다!!,1
감동적인 영화다,1
당시 대박쳤던 영화..괜찮다!!,1
억지스러운 시나리오..지루한 전개.. 1편 보다 못한 구성등.. 2편은 안나오는게 나았다..망작..배우들이 영화보는 눈이 없어서 안타깝다.,0
ㅋㅋㅋㅋㅋㅋㅋㅋ 반도 안되는 영화,0
이 영화가 평점이 높은 이유를 모르겠어..ㅡ.ㅡ::,0
"평생 기억할만한 영화,정상적인 소재는 아니지만",1
요즘 상황 보고 이 영화가 생각났다.,1
많을 것을 생각하게 만드는 영화입니다.마지막에 사람들이 짐승으로 보이고 아수라가 사람같아 보였습니다.,1
"진짜 재미 없는 영화 공통점....스포츠영화,군대영화,자막 나오는 영화",0
로버트 드니로의 광기의 복수 연기를 만끽할수 있는 수작 서스펜스 스릴러물,1
감동감동감동의 도가니탕,1
세계 어디서나 정치 경제 문화 사회 전반에 걸쳐 변화가 절실한 상황이지만 변화를 가져올 방법이 없다는게 함정인 것 같다...,1
귀여운벤지.. 똑똑한 벤지 예쁘고 귀여운 친구... 압삘럽 ㅎ,1
당시 개봉날 보고 울면서 나왔다. 돈아까워서..ㅋㅋ,0
정말 최고의 영화...,1
잔잔하게 숨막히는 영화 . 연출이 대단하다. 곳곳에 숨어있는 복선. 치밀하다 싶을정도로 섬세한 감정표현. 거기에 김영애의 연기까지,1
once upon a dream,1
시나리오 연출 연기 어느것 하나 갖추지 못한 시간이 넘 아까운 억지 싸구려 중국 신파 경극...,0
거부하는 몸짓으로 저 하늘을 ~ ^^,1
그만빙빙돌리고 밝혀지게하면안되나요 ?보려다아직도질질끌어짜증나.안봄 여기서또사고터져 또질질끌면진짜짜증날듯 ?빨리빨리밝혀질건밝혀지면서반전이있든지 ?작가님 이드라마사랑하고잼있는데 넘끌어짜증나요,0
졸면서 봤다 왜이리 평정이 높은겨 내용도 별거 없고 아오 감수성 영화냐 이거,0
기대하지 않았던 영화의 아름다움이 밀려온다. 꽤 괜찮다았던 영화.,1
진짜 한번만더 이런영화 상영하면 용서하지 않는다지금 영화보면서 카톡하고잇음 아놔 진짜,0
살아는 있지만 생동감을 잃은 박물관,0
노땅들의 한심한 추억미화,0
어릴적에 눈물흘리며 웃던기억에 간신히 찾아 다시 봤네요 ^^,1
인종차별과 유괴라는 두주제의 불협화음,0
고명환이 연기가 쩌냐? 아니면 돈이 없어 쓴거냐..후자라면 볼가치가 없는영화,0
속편에서는주인공이전작처럼앨빈의밴드였으면좋았을것같다.캐릭터추가로더이상해진듯,0
혼자 보긴 너무 아깝다. 2004년 올해의 영화.,1
마지막 결투씬 최고! ㅋㅋ 폭풍눈물에~ 팝핀현준 할아버지 ㅋㅋㅋ,1
ㄵ 5점대asfgsdlgkbjsjvb,0
좋아 상술최고..아니 선거술 최고...,1
쓰레기 함부로 버리지 맙시다.,1
